ANS,ANS-TIME,Mean ECG,STD ECG,Mean EDA,STD EDA,PIC,SOUND,CO
1.0,2.0834941192588303,0.0008691212238782628,0.24635447788659665,1.9547932942708333,0.01892151096678776,1,-1,0
3,,-0.0006237965743930345,0.21692651892512632,1.95191650390625,0.022794373726929437,-1,-1,1
2.0,1.866843441133824,0.0007326158514605316,0.23128260272918394,1.8018798828125,0.03187702858148163,0,0,1
2.0,2.500133271219965,4.88290935436968e-05,0.21974936413578802,2.467842610677083,0.026486410914825075,1,-1,0
4.0,0.4173298210553185,0.0016025217827476614,0.2285673638020731,2.328383382161458,0.034414675903530666,1,-1,0
5.0,0.9503276551004092,0.000833308516750222,0.2294740297936337,2.4188944498697915,0.024681808117993698,1,1,1
2.0,0.7332864682866784,0.0007166675862333742,0.2230538351181102,2.46729736328125,0.032254507105961235,1,-1,0
4.0,0.6337631830429018,-0.0004442759431339746,0.2299015887506768,2.553383382161458,0.04588693240105427,1,1,1
1.0,1.2168190681077249,0.0010073440179177492,0.21556039289700787,2.81026611328125,0.022655729309763492,-1,1,0
1.0,0.7001040355971782,0.0001912271022719593,0.2315289444968279,2.733306884765625,0.04100637861508902,-1,1,0
2.0,4.666824350933894,0.0001853032784182052,0.22283982368456434,2.946396891276042,0.06263463536039607,1,-1,0
3,,-0.001413721374270961,0.2315834464618037,2.8259236653645834,0.05023357732181364,1,1,1
5.0,1.900131830447208,-0.0020368862846019517,0.24780339831297535,3.125461832682292,0.04720361068083157,1,1,1
2.0,4.70017337265017,-0.0013865754298158426,0.23294541667379634,2.9855000813802084,0.0313195217529977,-1,-1,1
3,,-0.0005176129976169406,0.2347549261986993,2.931770833333333,0.028052826099215847,1,-1,0
2.0,5.250090948604338,0.0015419120510211765,0.21738110895116894,3.005623372395833,0.0428806434293274,0,0,1
2.0,1.383632613269583,-0.0007981910013068961,0.20142307006896412,2.8638916015625,0.023859151849575447,1,1,1
3,,1.308793271145244e-05,0.22924706509563866,2.740437825520833,0.017703655971559998,1,1,1
3,,0.0011490491445565278,0.2160468354057675,2.515875244140625,0.02055861130644266,1,-1,0
4.0,0.4167625178888557,-0.00014266987449609332,0.23035827156993055,2.35438232421875,0.022411432304488367,1,-1,0
1.0,3.250212213406485,0.00029889481655135666,0.2287061888952932,2.13807373046875,0.03564620131669243,-1,1,0
2.0,0.5500886673871719,-0.0006617925283746678,0.23002840756971005,1.9286519368489583,0.03271046313410141,-1,1,0
1.0,1.7000860259722683,0.003336089170946372,0.2350119165855372,2.604752604166667,0.2560419838129722,-1,1,0
3,,0.004061396904234639,0.2171791052896298,2.132582600911458,0.0949258172734512,0,0,1
4.0,4.800136693051172,0.004851450478153563,0.23005793484016024,2.0942342122395834,0.05151131896259533,-1,1,0
2.0,6.383451616544335,0.0005642646082658334,0.21316444200813608,2.0344502766927084,0.03860016021612567,0,0,1
1.0,1.0168224899389315,-0.000726752268464456,0.2478652074100817,1.852874755859375,0.07898085414649629,-1,1,0
2.0,0.3833798782070517,-3.138342205969069e-05,0.2149939865217922,1.9480753580729169,0.059018035642603474,-1,-1,1
2.0,2.633484033867717,0.00530929630026422,0.22973331085877266,1.7953226725260416,0.025307726308525437,1,1,1
3,,-0.00047880215308728126,0.2309133710059823,1.6383504231770831,0.014878963507849268,1,1,1
1.0,0.6835627959553676,0.005186955923592124,0.2398510105969067,1.6744486490885415,0.02449221288736168,-1,1,0
3,,0.0001701786121028266,0.2444136132558785,1.3971577962239583,0.05277381171956511,-1,1,0
1.0,1.1167539933339867,0.00034938921447768444,0.227522618349435,1.7871907552083333,0.07660787193834122,-1,1,0
3,,-0.0009880102853606974,0.22711574570784054,1.6276346842447915,0.03413034995661035,0,0,1
2.0,1.6169884186092531,-0.0005739879522392548,0.2469798546276017,2.0128682454427085,0.10922210040537547,0,0,1
1.0,1.3668815615092171,0.0004991511043682406,0.2203457129028162,1.99595947265625,0.04451119322590013,1,1,1
1.0,1.4502207979930972,-0.000984459318770537,0.2485111597406803,1.89010009765625,0.04725466356776669,-1,-1,1
2.0,0.5167204354002024,-0.0009149527123066356,0.22054493549601964,1.8721761067708331,0.017336927949036306,-1,-1,1
3,,0.0010072055849713066,0.2450416784149729,1.674493408203125,0.03535626996558852,1,-1,0
3,,-0.0001444359443146819,0.2205681420307124,2.063596598307292,0.06930686445628427,0,0,1
1.0,2.43341091478942,-0.000422746343316031,0.2315209492364355,1.9796793619791664,0.029967184088401506,-1,1,0
2.0,1.3180699139320495,0.00162579654532184,0.2336110057994213,3.827805582682292,0.028339989429055225,1,-1,0
4.0,0.3671823175900499,-0.0004833366987816527,0.22422737666573375,3.6585408528645833,0.05488895534228967,-1,1,0
1.0,1.7351801636596065,8.32023871411535e-05,0.22343824385126054,3.199881998697917,0.06553969502924101,-1,-1,1
2.0,3.2867226440757804,-0.002292139664420148,0.2372575730588064,2.595587158203125,0.028939426774390164,1,-1,0
2.0,0.6340636370350694,-0.00039367799660828596,0.2162116101542288,2.5655314127604165,0.022528496095862837,1,-1,0
1.0,1.0010898726195592,-0.0028922447469127786,0.21912379252109065,2.0411417643229166,0.14120854694787036,-1,1,0
1.0,1.217952011986199,-0.0012859435083839475,0.2366135867713129,1.9956685384114583,0.015225941070503053,-1,1,0
2.0,0.4005427451575088,-0.0023627929349179268,0.2195549132855544,1.7439208984375,0.06846133956376117,-1,-1,1
3,,0.00033392348618900813,0.2305568931022231,1.5125996907552084,0.02578194734484384,1,-1,0
1.0,1.0344533017650974,0.0006053897726012075,0.2147188018315385,1.1968790690104167,0.026416301118565837,-1,1,0
2.0,1.7852227560360916,-0.0011984214031576794,0.2198158484292899,1.0254150390625,0.02305264589290076,1,1,1
1.0,1.0344710110693995,0.0006093235744866158,0.21724028049651167,0.9060750325520832,0.017091621911926314,-1,-1,1
2.0,0.3671700111244718,-0.0009249974309234542,0.21634516079603927,0.7741739908854167,0.07103784608216099,-1,-1,1
1.0,1.1345823095452945,0.00042004062025761214,0.23615114455142824,0.7626729329427083,0.013574105162415926,-1,-1,1
1.0,1.3848508006103657,-0.0006125217993430902,0.23187412722368916,0.7430826822916666,0.01786550447185602,0,0,1
2.0,1.701822737666589,0.00432466005482388,0.22682436384696986,0.74090576171875,0.016023210729429225,-1,1,0
2.0,0.3668740556277044,0.002447244818917558,0.21819404935564204,0.6517008463541667,0.023096699566591248,1,1,1
1.0,1.1345715038696649,-0.0002350559826786626,0.21801106912734225,0.6539347330729167,0.016014272224339172,0,0,1
1.0,0.7341830397690501,-0.0009277974376693123,0.2299597162418745,0.6016072591145833,0.014944849330923571,-1,1,0
1.0,0.9177000596118888,0.0015231161237628825,0.232706532788657,0.579669189453125,0.01771135105805116,-1,-1,1
2.0,0.4505961432132608,-0.00036805648506874213,0.2317716406779227,0.5300191243489584,0.015759836652033076,0,0,1
1.0,1.4015161565894232,0.0022108091810312948,0.2279798896510297,0.5458048502604167,0.01645723876452058,-1,-1,1
1.0,0.8676925856852904,0.0037497439255407155,0.25638668686044785,0.4645263671875,0.0372319469313886,1,1,1
2.0,0.3170748911488772,-0.003806728421616589,0.21699161568115935,0.5766092936197916,0.014372274576965754,1,-1,0
2.0,5.8560077464699125,-0.003552053447635585,0.22343563953708245,0.5660685221354167,0.009573259137890184,-1,1,0
5.0,1.251435204056179,0.004173095101175613,0.2462187008677397,0.59283447265625,0.0513978955785862,1,-1,0
2.0,0.28372827083330776,-0.004845597687828035,0.22144321130659808,0.7051513671875,0.02593597453583722,0,0,1
2.0,0.8676280517775012,0.0005386651949646898,0.22559736342829054,0.7995198567708331,0.018215310416380432,-1,1,0
2.0,0.2503603393233789,0.00025375616445917377,0.21073080542552086,0.8738199869791666,0.026007152574082985,-1,1,0
2.0,0.3671234866797022,-0.0014111728292828332,0.21006896198679112,0.8423828125,0.039449559418861545,-1,-1,1
1.0,0.6507821209270332,-9.697472446116517e-05,0.20870762353175226,0.9531026204427084,0.01768007723856834,-1,1,0
4.0,0.4839157493352104,-0.0015758371363920336,0.22472128670663188,0.9238545735677084,0.022666374133217364,1,-1,0
1.0,2.0688792891778576,-0.0009343332002999412,0.22143043510060054,0.87767333984375,0.027542479282823933,-1,1,0
2.0,0.4838986403465242,-0.0007675508930653082,0.26906549804524793,0.86558837890625,0.05188785602410987,1,1,1
1.0,0.7675665794813541,0.002893704881325073,0.2873478538318498,0.8980916341145834,0.07516683449324672,-1,1,0
2.0,0.4338611506482266,0.00045900732803846905,0.2572175054772682,0.9190653483072916,0.03658750216952121,-1,1,0
3.0,3.5369914352995693,0.004368777325653122,0.27022382246745885,1.0426411946614584,0.03344398346302622,1,1,1
3,,-0.001693259919398838,0.2180747722175968,0.9145914713541666,0.021402801396761727,1,-1,0
2.0,0.33377566573471995,-0.00017540010585200471,0.22616772552730505,0.8523722330729167,0.017756258402238385,0,0,1
1.0,1.6184245202421152,-0.0009754492710241472,0.2175190292179496,0.924273681640625,0.05999371226216451,-1,-1,1
2.0,0.4671867599226971,-0.001296760695218491,0.21119800944632414,0.863348388671875,0.02501245153806251,-1,1,0
1.0,0.6507638113052963,-4.856542256501984e-05,0.2347942666132886,0.8804117838541666,0.025145068740914288,-1,1,0
2.0,0.767514352040962,0.0017655923925579413,0.2291969177497573,0.839459228515625,0.02448488593080646,0,0,1
3.0,4.4045246372443225,-0.0005899852110481908,0.2197861594161772,0.8001688639322917,0.02837668752752029,1,-1,0
3,,-0.0018415485468744929,0.21565864942696125,0.7587198893229167,0.018703126155067463,-1,1,0
2.0,0.0001933015610120492,0.0023958597312971537,0.2176777356008095,0.7033203125,0.02348136188452334,-1,1,0
1.0,1.2680540355886478,-0.002293033399378109,0.24365029945992486,0.76280517578125,0.03378403833922717,-1,-1,1
2.0,1.03447401264566,-0.0029452916758477485,0.2545805814035598,0.837188720703125,0.05099392944656117,-1,1,0
3,,4.52403360145522e-05,0.3583370974385437,0.851483154296875,0.02194575407743464,0,0,1
2.0,2.1689935892318317,-0.00018335477723281635,0.2328013987247156,1.077783203125,0.11195988629571008,1,1,1
3,,-0.0013263156152126378,0.2185723872010788,1.243359375,0.01839146616310348,1,-1,0
2.0,0.3004128369029786,-6.040767970830752e-05,0.21440115977618213,1.1983133951822915,0.014663684821590263,1,-1,0
4.0,0.4839643748819071,0.001454613053325056,0.36892401366319,1.1930908203125,0.02488964280503235,-1,1,0
3,,0.0010249951621969901,0.21460041099939228,1.1435770670572916,0.016419568660373418,-1,1,0
3,,0.0007432398901771256,0.2270476521646825,1.0418599446614585,0.025431231689316314,-1,1,0
1.0,0.7342037506514316,-0.0037871689130834405,0.2200382719906479,0.932763671875,0.02539020244540214,1,-1,0
2.0,0.30040143091173377,-0.0002874943150673986,0.2230513448242827,0.9730224609375,0.02132530277569428,1,1,1
2.0,0.3672009273668664,0.0012380359299373118,0.22171060691384387,0.7905476888020834,0.05273973963573245,-1,-1,1
4.0,1.9186893794012576,0.000268024347594225,0.2207216485952076,0.7351725260416667,0.019066266103018103,0,0,1
2.0,0.450524405523538,-0.00011391844422083369,0.2239835628168931,0.654473876953125,0.023040448655988904,1,-1,0
3,,0.000955902339237942,0.18758714953029068,6.624053955078125,0.2600876078247645,0,0,1
2.0,0.4672487995048869,-0.0010489969801338477,0.18150529820813116,4.445928955078125,0.2472612017245437,-1,1,0
3,,-0.0006698870480263069,0.1807556250790681,3.747707112630208,0.11338224094877955,-1,1,0
5.0,1.134605236853531,-0.0010016642020459052,0.18182979064896504,2.9477213541666667,0.06296961255530582,1,1,1
1.0,1.334824234543703,0.0012416041160697936,0.18615901113795466,3.35596923828125,0.06968396628334217,-1,1,0
4.0,1.7519016719579668,-0.00025618213969392313,0.1924514209625055,3.298386637369792,0.0952612233245092,1,1,1
1.0,0.5006276372932916,0.00025662621847511287,0.18414861430613985,3.610648600260417,0.0282626067640622,-1,-1,1
1.0,0.4839308644459379,0.0005414968110859376,0.18811003435236887,3.299241129557292,0.026209177333011147,-1,1,0
1.0,1.101241106971429,0.0011944030373192112,0.1842898896799025,3.098972574869792,0.030352005201853563,-1,-1,1
5.0,0.7175082889552868,-0.0005333615392549625,0.1826716559158907,2.736767578125,0.12110678325779198,1,1,1
4.0,7.6913150126874825,-5.610612720632672e-05,0.16809774364140986,2.608113606770833,0.010378050752648771,1,-1,0
1.0,0.8343331706455501,0.00239005236908578,0.18514852467494475,2.367049153645833,0.026005059261494504,-1,-1,1
1.0,0.5503001312899869,-0.0010666406193993174,0.17564901652617915,2.180731201171875,0.02103425247437421,-1,1,0
1.0,0.6173810805939866,-0.0003062343396867314,0.18603470671955374,2.039298502604167,0.012795932157998787,-1,1,0
4.0,0.4171614825809229,0.01880163419628382,0.5466270283314506,1.9221455891927084,0.050226015587209384,1,1,1
3,,0.0013627440153427533,0.22723093527451346,1.8786336263020835,0.00649609707559345,0,0,1
5.0,1.4515776778443978,-0.000879712645693117,0.16514511770578968,1.8305074055989583,0.0056137742802553955,1,1,1
3,,-0.001081912923558508,0.17585277545261854,2.020538330078125,0.010404614589244935,-1,1,0
3.0,3.5704235456141764,-0.0002715159839365149,0.17964777303357016,1.7056681315104167,0.04132375576685736,1,1,1
2.0,0.0001942043654707959,-0.00030581915821936966,0.18021871448278354,1.632887776692708,0.009182267919802888,-1,1,0
2.0,0.3838168631828012,0.0010012708311585676,0.18248535348864214,1.7192403157552083,0.04968719582128025,1,-1,0
1.0,0.4839089526703901,0.0019429732261510816,0.1835625864515354,1.6900553385416666,0.023827485734323937,-1,-1,1
2.0,6.456696928929888,-0.0006649564100610791,0.17839510500708305,1.5205464680989582,0.0134702620160359,-1,-1,1
2.0,0.0001954050112544792,-0.001020710928190928,0.1833859031218724,1.9060139973958332,0.177926520514705,1,1,1
2.0,0.2503498380028759,-0.0013221321139146153,0.1660755296649103,1.9642049153645835,0.1046407774828442,1,-1,0
3,,0.0011656684651965268,0.18413666263619388,1.9073811848958333,0.016912324780401316,1,-1,0
1.0,2.185650068347968,-0.001419114140355921,0.17617660455153386,1.7538716634114584,0.03749753885449199,-1,-1,1
2.0,8.875834673552163,-0.00010887368274353017,0.1820511706229444,1.5978719075520833,0.01628710104000806,1,-1,0
2.0,0.3170810993833584,0.0009854270682580733,0.18959377309649664,1.6320109049479166,0.11220683463116006,0,0,1
3,,-0.0006853035133242268,0.17588672442985812,1.5432027180989585,0.0858839035276804,1,1,1
1.0,0.8676462731073116,0.0006387125995540701,0.17698270683226014,1.5137308756510417,0.001167244061573826,-1,-1,1
3,,0.00013259620309913686,0.17753807162900534,1.4299235026041666,0.01249211115386666,0,0,1
1.0,0.6341045677945658,-0.001222541898065462,0.1825635978272669,1.4905598958333333,0.030164680510413776,-1,1,0
4.0,3.854022851879563,0.0006731338019196796,0.17201094143722054,1.3687947591145833,0.02229022141700372,1,1,1
5.0,0.6841255490708136,-0.0005940741417780314,0.18299362310453576,1.31973876953125,0.04091856416619582,0,0,1
1.0,0.5006090272927395,-0.0008520684543649296,0.17708995810990322,1.1183756510416667,0.0242289313241774,-1,1,0
1.0,0.6508034417711315,0.0016510500266877295,0.1796271447035521,1.0824788411458333,0.05539462669467212,-1,1,0
2.0,0.35047374458918057,-0.0017405480751270185,0.18401378915954836,1.0944864908854166,0.06945428183867186,1,-1,0
4.0,0.5172847888461547,-0.0012677359345847404,0.18790785698920898,1.2696146647135416,0.3109815071118127,1,-1,0
2.0,0.3504545342675556,0.0003231967995695538,0.1870475061475325,2.3650533040364583,0.05402291978575887,1,1,1
2.0,0.3508525481593097,-0.0015928622671050336,0.18047640759610348,1.7413920084635417,0.03445547099979359,1,-1,0
2.0,0.31714863567685825,0.00029172380468124804,0.18353788301431145,2.1217610677083334,0.03550613546706822,1,-1,0
1.0,1.7519073750227108,-0.003256268339993504,0.1796247668335363,1.4485331217447917,0.2721980455646865,-1,1,0
2.0,4.821677169309623,0.000287106693287734,0.1860775777819808,1.7533732096354169,0.05381175418656423,-1,-1,1
3,,0.00015573969046399287,0.2073041315343856,4.010331217447916,0.8708162170592049,-1,1,0
1.0,0.400540050222844,-0.000546983589494132,0.18875436279913352,1.6810282389322917,0.10794929954780848,-1,-1,1
2.0,0.31708740277099423,-0.00024218314868796557,0.1794661356766163,1.42996826171875,0.03109931618024569,1,-1,0
1.0,0.951496634292198,-0.0020888013406221368,0.19013536954331176,3.917901611328125,1.1499570341231975,-1,-1,1
1.0,0.8510224394594843,0.002793526306117153,0.1843251788637764,2.7472493489583334,0.06405727499559898,-1,1,0
3,,-0.0024642430982979692,0.18190490259912825,4.939302571614584,0.2740936674784967,0,0,1
2.0,0.3504509323302045,-0.0001571605126193174,0.18829108127463906,1.996063232421875,0.07837797572640849,0,0,1
2.0,1.6184607608138322,0.0005058921518291705,0.1924131624411112,1.9541910807291667,0.042793795513177586,-1,-1,1
2.0,1.001124104093833,-0.0002820254532917665,0.1896576339636036,1.6176228841145834,0.032496287783924986,-1,1,0
2.0,0.00018880146126321049,0.0017427701519310856,0.17984556899032575,1.333392333984375,0.043289790435556426,0,0,1
1.0,0.8175706624733721,-0.0006570617588621106,0.1831828676099927,1.14769287109375,0.020852140441256318,-1,1,0
4.0,1.5850633130248752,0.002514031582160195,0.2039486603074781,2.9744547526041667,0.2153342455122733,1,-1,0
2.0,0.00018940178415505216,0.003358054839040886,0.18643293822784388,1.29462890625,0.019798475064852647,1,-1,0
2.0,0.28371696949943725,0.0008855676998487444,0.1802665211572503,1.0768636067708333,0.01568681357926535,1,-1,0
2.0,1.1512713932461338,0.0025651236148934004,0.18643748559776416,0.96890869140625,0.016890480864289445,-1,-1,1
2.0,0.28373047675813723,0.0016338986850440939,0.1890004649366152,1.0592915852864584,0.1950561794530833,-1,-1,1
3,,0.0022441662004331537,0.24237644770220534,0.0,0.0,-1,-1,1
4.0,0.0001909014463308268,0.00020802654268583517,0.2337278134316348,0.0,0.0,1,-1,0
4.0,0.7341769416270836,-0.002750043599967705,0.2350306200383262,0.0,0.0,0,0,1
4.0,0.06688214116729796,-0.0004743051614423955,0.24344002185813485,0.0,0.0,1,1,1
4.0,0.3505358747643186,0.0006045999620843734,0.24264603978518975,0.0,0.0,1,-1,0
4.0,0.2670636176080734,-0.003025347838214723,0.2479182038849825,0.0,0.0,1,-1,0
2.0,0.3671343952155439,0.0014795399360839768,0.239728680150153,0.0,0.0,-1,1,0
3,,-0.003020686904692799,0.24340245401662244,0.0,0.0,-1,1,0
4.0,0.8176056756565231,-0.003893978256978831,0.2354620523721235,0.0,0.0,1,1,1
1.0,0.5507362612479483,-0.002486278547687729,0.2443317531223208,0.0,0.0,1,-1,0
5.0,0.2671221487107687,0.0009842615112779873,0.2436272395891069,0.0,0.0,1,1,1
1.0,0.18365769569936674,-0.004542747002591688,0.2329837094623119,0.0,0.0,-1,1,0
3,,-0.0001171241004962392,0.23654696510033374,0.0,0.0,0,0,1
3,,-0.002957851122135676,0.2354909206192781,0.0,0.0,-1,-1,1
1.0,2.4859519348574395,-0.0014349206134612624,0.2360263256968774,0.0,0.0,-1,-1,1
4.0,0.5339711522719881,-0.004487591949058672,0.2473997601317023,0.0,0.0,1,-1,0
